Record_ID,Location_Name,Location_Type,Country,ISO2,ISO3,Region,Admin1_Name,Latitude,Longitude,Timezone,Population,Population_Source,Population_Bamwor,Population_SimpleMaps,Population_Starting_List,Population_Size_Class,Capital_Classification,Country_GDP_Per_Capita_USD,Country_GDP_PPP_USD,OpenStreetMap_URL,Wikipedia_Search_URL,Image_Research_URL,Primary_Source,Starting_List_Included
51,Handan,City / administrative seat,China,CN,CHN,East and Southeast Asia,Hebei,36.609990,114.487640,Asia/Shanghai,"9,549,700",SimpleMaps,"1,358,318","9,549,700","2,708,016",5–9.999 million,Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=36.609990&mlon=114.487640#map=10/36.609990/114.487640,https://en.wikipedia.org/w/index.php?search=Handan%2C+China,https://commons.wikimedia.org/w/index.php?search=Handan%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
52,Foshan,City / administrative seat,China,CN,CHN,East and Southeast Asia,Guangdong,23.026770,113.131480,Asia/Shanghai,"9,498,863",Uploaded starting list,"9,042,509","7,905,700","9,498,863",5–9.999 million,Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=23.026770&mlon=113.131480#map=10/23.026770/113.131480,https://en.wikipedia.org/w/index.php?search=Foshan%2C+China,https://commons.wikimedia.org/w/index.php?search=Foshan%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
53,Bogota,City / administrative seat,Colombia,CO,COL,South America,Bogota D.C.,4.609710,-74.081750,America/Bogota,"9,464,000",SimpleMaps,"7,674,366","9,464,000",,5–9.999 million,National capital,"18,500.00","978,592,000,000.00",https://www.openstreetmap.org/?mlat=4.609710&mlon=-74.081750#map=10/4.609710/-74.081750,https://en.wikipedia.org/w/index.php?search=Bogota%2C+Colombia,https://commons.wikimedia.org/w/index.php?search=Bogota%2C+Colombia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
54,Johannesburg,City / administrative seat,South Africa,ZA,ZAF,Africa,Gauteng,-26.202270,28.043630,Africa/Johannesburg,"9,418,183",Bamwor,"9,418,183","4,434,827",,5–9.999 million,First-order administrative capital,"13,600.00","870,420,000,000.00",https://www.openstreetmap.org/?mlat=-26.202270&mlon=28.043630#map=10/-26.202270/28.043630,https://en.wikipedia.org/w/index.php?search=Johannesburg%2C+South+Africa,https://commons.wikimedia.org/w/index.php?search=Johannesburg%2C+South+Africa&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
55,Weifang,City / populated place,China,CN,CHN,East and Southeast Asia,Shandong,36.710000,119.101940,Asia/Shanghai,"9,373,000",SimpleMaps,"2,044,028","9,373,000","2,636,155",5–9.999 million,Not classified as capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=36.710000&mlon=119.101940#map=10/36.710000/119.101940,https://en.wikipedia.org/w/index.php?search=Weifang%2C+China,https://commons.wikimedia.org/w/index.php?search=Weifang%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
56,Nanjing,City / administrative seat,China,CN,CHN,East and Southeast Asia,Jiangsu,32.061670,118.777780,Asia/Shanghai,"9,314,685",Uploaded starting list,"9,314,685","7,496,000","9,314,685",5–9.999 million,First-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=32.061670&mlon=118.777780#map=10/32.061670/118.777780,https://en.wikipedia.org/w/index.php?search=Nanjing%2C+China,https://commons.wikimedia.org/w/index.php?search=Nanjing%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
57,Jinan,City / administrative seat,China,CN,CHN,East and Southeast Asia,Shandong,36.668330,116.997220,Asia/Shanghai,"9,202,432",Uploaded starting list,"4,335,989","7,967,400","9,202,432",5–9.999 million,First-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=36.668330&mlon=116.997220#map=10/36.668330/116.997220,https://en.wikipedia.org/w/index.php?search=Jinan%2C+China,https://commons.wikimedia.org/w/index.php?search=Jinan%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
58,Nagoya,City / administrative seat,Japan,JP,JPN,East and Southeast Asia,Aichi,35.181470,136.906410,Asia/Tokyo,"9,113,000",SimpleMaps,"2,332,176","9,113,000",,5–9.999 million,First-order administrative capital,"46,100.00","5,715,000,000,000.00",https://www.openstreetmap.org/?mlat=35.181470&mlon=136.906410#map=10/35.181470/136.906410,https://en.wikipedia.org/w/index.php?search=Nagoya%2C+Japan,https://commons.wikimedia.org/w/index.php?search=Nagoya%2C+Japan&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
59,Tongshan,City / administrative seat,China,CN,CHN,East and Southeast Asia,Jiangsu,34.180450,117.157070,Asia/Shanghai,"9,083,790",Uploaded starting list,"329,661","8,669,000","9,083,790",5–9.999 million,Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=34.180450&mlon=117.157070#map=10/34.180450/117.157070,https://en.wikipedia.org/w/index.php?search=Tongshan%2C+China,https://commons.wikimedia.org/w/index.php?search=Tongshan%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
60,Ganzhou,City / administrative seat,China,CN,CHN,East and Southeast Asia,Jiangxi,25.846640,114.932600,Asia/Shanghai,"8,970,014",Uploaded starting list,"1,977,253","8,677,600","8,970,014",5–9.999 million,Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=25.846640&mlon=114.932600#map=10/25.846640/114.932600,https://en.wikipedia.org/w/index.php?search=Ganzhou%2C+China,https://commons.wikimedia.org/w/index.php?search=Ganzhou%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
61,Heze,City / administrative seat,China,CN,CHN,East and Southeast Asia,Shandong,35.239290,115.473580,Asia/Shanghai,"8,795,939",Uploaded starting list,"1,346,717","8,750,000","8,795,939",5–9.999 million,Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=35.239290&mlon=115.473580#map=10/35.239290/115.473580,https://en.wikipedia.org/w/index.php?search=Heze%2C+China,https://commons.wikimedia.org/w/index.php?search=Heze%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
62,Quanzhou,City / administrative seat,China,CN,CHN,East and Southeast Asia,Fujian,24.913890,118.585830,Asia/Shanghai,"8,782,285",Uploaded starting list,"1,469,157","6,480,000","8,782,285",5–9.999 million,Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=24.913890&mlon=118.585830#map=10/24.913890/118.585830,https://en.wikipedia.org/w/index.php?search=Quanzhou%2C+China,https://commons.wikimedia.org/w/index.php?search=Quanzhou%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
63,Chicago,City / administrative seat,United States,US,USA,North America,Illinois,41.850030,-87.650050,America/Chicago,"8,604,203",SimpleMaps,"2,664,452","8,604,203",,5–9.999 million,Lower-order administrative capital,"75,500.00","25,676,000,000,000.00",https://www.openstreetmap.org/?mlat=41.850030&mlon=-87.650050#map=10/41.850030/-87.650050,https://en.wikipedia.org/w/index.php?search=Chicago%2C+United+States,https://commons.wikimedia.org/w/index.php?search=Chicago%2C+United+States&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
64,Luanda,City / administrative seat,Angola,AO,AGO,Africa,Luanda,-8.836820,13.234320,Africa/Luanda,"8,417,000",SimpleMaps,"2,776,168","8,417,000",,5–9.999 million,National capital,"7,300.00","278,239,000,000.00",https://www.openstreetmap.org/?mlat=-8.836820&mlon=13.234320#map=10/-8.836820/13.234320,https://en.wikipedia.org/w/index.php?search=Luanda%2C+Angola,https://commons.wikimedia.org/w/index.php?search=Luanda%2C+Angola&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
65,Changsha,City / administrative seat,China,CN,CHN,East and Southeast Asia,Hunan,28.198740,112.970870,Asia/Shanghai,"8,394,500",SimpleMaps,"3,093,980","8,394,500","4,766,297",5–9.999 million,First-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=28.198740&mlon=112.970870#map=10/28.198740/112.970870,https://en.wikipedia.org/w/index.php?search=Changsha%2C+China,https://commons.wikimedia.org/w/index.php?search=Changsha%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
66,Fuyang,City / administrative seat,China,CN,CHN,East and Southeast Asia,Anhui,32.900000,115.816670,Asia/Shanghai,"8,360,000",SimpleMaps,"1,768,947","8,360,000","8,200,264",5–9.999 million,Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=32.900000&mlon=115.816670#map=10/32.900000/115.816670,https://en.wikipedia.org/w/index.php?search=Fuyang%2C+China,https://commons.wikimedia.org/w/index.php?search=Fuyang%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
67,Jining,City / populated place,China,CN,CHN,East and Southeast Asia,Shandong,35.405000,116.581390,Asia/Shanghai,"8,357,897",Uploaded starting list,"1,241,012","8,023,000","8,357,897",5–9.999 million,Not classified as capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=35.405000&mlon=116.581390#map=10/35.405000/116.581390,https://en.wikipedia.org/w/index.php?search=Jining%2C+China,https://commons.wikimedia.org/w/index.php?search=Jining%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
68,Shenyang,City / administrative seat,China,CN,CHN,East and Southeast Asia,Liaoning,41.792220,123.432780,Asia/Shanghai,"8,294,000",Uploaded starting list,"7,050,000","7,105,000","8,294,000",5–9.999 million,First-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=41.792220&mlon=123.432780#map=10/41.792220/123.432780,https://en.wikipedia.org/w/index.php?search=Shenyang%2C+China,https://commons.wikimedia.org/w/index.php?search=Shenyang%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
69,Kuala Lumpur,City / administrative seat,Malaysia,MY,MYS,East and Southeast Asia,Kuala Lumpur,3.141200,101.686530,Asia/Kuala_Lumpur,"8,285,000",SimpleMaps,"1,453,975","8,285,000",,5–9.999 million,National capital,"34,100.00","1,212,000,000,000.00",https://www.openstreetmap.org/?mlat=3.141200&mlon=101.686530#map=10/3.141200/101.686530,https://en.wikipedia.org/w/index.php?search=Kuala+Lumpur%2C+Malaysia,https://commons.wikimedia.org/w/index.php?search=Kuala+Lumpur%2C+Malaysia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
70,Hanoi,City / administrative seat,Vietnam,VN,VNM,East and Southeast Asia,Hanoi,21.024500,105.841170,Asia/Bangkok,"8,053,663",Bamwor,"8,053,663","7,785,000",,5–9.999 million,National capital,"14,400.00","1,456,000,000,000.00",https://www.openstreetmap.org/?mlat=21.024500&mlon=105.841170#map=10/21.024500/105.841170,https://en.wikipedia.org/w/index.php?search=Hanoi%2C+Vietnam,https://commons.wikimedia.org/w/index.php?search=Hanoi%2C+Vietnam&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
71,Taipei,City / administrative seat,Taiwan,TW,TWN,East and Southeast Asia,Taiwan,25.053060,121.526390,Asia/Taipei,"7,871,900",Bamwor,"7,871,900","2,684,567",,5–9.999 million,National capital,"32,300.00","1,743,000,000,000.00",https://www.openstreetmap.org/?mlat=25.053060&mlon=121.526390#map=10/25.053060/121.526390,https://en.wikipedia.org/w/index.php?search=Taipei%2C+Taiwan,https://commons.wikimedia.org/w/index.php?search=Taipei%2C+Taiwan&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
72,Shangqiu,City / populated place,China,CN,CHN,East and Southeast Asia,Henan,34.450000,115.650000,Asia/Shanghai,"7,816,831",Uploaded starting list,"1,536,392","7,000,000","7,816,831",5–9.999 million,Not classified as capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=34.450000&mlon=115.650000#map=10/34.450000/115.650000,https://en.wikipedia.org/w/index.php?search=Shangqiu%2C+China,https://commons.wikimedia.org/w/index.php?search=Shangqiu%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
73,Pune,City / populated place,India,IN,IND,South Asia,Maharashtra,18.519570,73.855350,Asia/Kolkata,"7,764,000",SimpleMaps,"3,124,458","7,764,000",,5–9.999 million,Not classified as capital,"9,800.00","14,244,000,000,000.00",https://www.openstreetmap.org/?mlat=18.519570&mlon=73.855350#map=10/18.519570/73.855350,https://en.wikipedia.org/w/index.php?search=Pune%2C+India,https://commons.wikimedia.org/w/index.php?search=Pune%2C+India&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
74,Changchun,City / administrative seat,China,CN,CHN,East and Southeast Asia,Jilin,43.880000,125.322780,Asia/Shanghai,"7,674,439",SimpleMaps,"4,714,996","7,674,439","4,408,155",5–9.999 million,First-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=43.880000&mlon=125.322780#map=10/43.880000/125.322780,https://en.wikipedia.org/w/index.php?search=Changchun%2C+China,https://commons.wikimedia.org/w/index.php?search=Changchun%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
75,Zhumadian,City / administrative seat,China,CN,CHN,East and Southeast Asia,Henan,32.979440,114.029440,Asia/Shanghai,"7,640,000",SimpleMaps,"721,670","7,640,000","7,008,427",5–9.999 million,Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=32.979440&mlon=114.029440#map=10/32.979440/114.029440,https://en.wikipedia.org/w/index.php?search=Zhumadian%2C+China,https://commons.wikimedia.org/w/index.php?search=Zhumadian%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
76,Ningbo,City / administrative seat,China,CN,CHN,East and Southeast Asia,Zhejiang,29.878190,121.549450,Asia/Shanghai,"7,639,000",SimpleMaps,"3,731,203","7,639,000","4,087,524",5–9.999 million,Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=29.878190&mlon=121.549450#map=10/29.878190/121.549450,https://en.wikipedia.org/w/index.php?search=Ningbo%2C+China,https://commons.wikimedia.org/w/index.php?search=Ningbo%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
77,Cangzhou,City / administrative seat,China,CN,CHN,East and Southeast Asia,Hebei,38.311240,116.853340,Asia/Shanghai,"7,544,300",SimpleMaps,"527,681","7,544,300","7,300,783",5–9.999 million,Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=38.311240&mlon=116.853340#map=10/38.311240/116.853340,https://en.wikipedia.org/w/index.php?search=Cangzhou%2C+China,https://commons.wikimedia.org/w/index.php?search=Cangzhou%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
78,Hefei,City / administrative seat,China,CN,CHN,East and Southeast Asia,Anhui,31.863890,117.280830,Asia/Shanghai,"7,457,027",SimpleMaps,"5,050,000","7,457,027","4,216,941",5–9.999 million,First-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=31.863890&mlon=117.280830#map=10/31.863890/117.280830,https://en.wikipedia.org/w/index.php?search=Hefei%2C+China,https://commons.wikimedia.org/w/index.php?search=Hefei%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
79,Dalian,City / populated place,China,CN,CHN,East and Southeast Asia,Liaoning,38.912220,121.602220,Asia/Shanghai,"7,450,785",Uploaded starting list,"4,913,879","4,480,000","7,450,785",5–9.999 million,Not classified as capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=38.912220&mlon=121.602220#map=10/38.912220/121.602220,https://en.wikipedia.org/w/index.php?search=Dalian%2C+China,https://commons.wikimedia.org/w/index.php?search=Dalian%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
80,Ahmedabad,City / populated place,India,IN,IND,South Asia,Gujarat,23.025790,72.587270,Asia/Kolkata,"7,410,000",SimpleMaps,"6,357,693","7,410,000",,5–9.999 million,Lower-order administrative capital,"9,800.00","14,244,000,000,000.00",https://www.openstreetmap.org/?mlat=23.025790&mlon=72.587270#map=10/23.025790/72.587270,https://en.wikipedia.org/w/index.php?search=Ahmedabad%2C+India,https://commons.wikimedia.org/w/index.php?search=Ahmedabad%2C+India&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
81,Hong Kong,City / administrative seat,Hong Kong,HK,HKG,East and Southeast Asia,Central and Western,22.278320,114.174690,Asia/Hong_Kong,"7,396,076",Bamwor,"7,396,076","7,347,000",,5–9.999 million,National capital,"66,200.00","497,880,000,000.00",https://www.openstreetmap.org/?mlat=22.278320&mlon=114.174690#map=10/22.278320/114.174690,https://en.wikipedia.org/w/index.php?search=Hong+Kong%2C+Hong+Kong,https://commons.wikimedia.org/w/index.php?search=Hong+Kong%2C+Hong+Kong&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
82,Zhanjiang,City / administrative seat,China,CN,CHN,East and Southeast Asia,Guangdong,21.233910,110.387490,Asia/Shanghai,"7,332,000",SimpleMaps,"1,400,709","7,332,000","6,981,236",5–9.999 million,Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=21.233910&mlon=110.387490#map=10/21.233910/110.387490,https://en.wikipedia.org/w/index.php?search=Zhanjiang%2C+China,https://commons.wikimedia.org/w/index.php?search=Zhanjiang%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
